1) 04 Jul '24 04:43 : Diamondsoul is no longer in the Guild! (LVL: 85);Time as Member: 11 days;Officer Note: 829,36;
2) 04 Jul '24 09:43 : Whitelie (M) (Restoshammy) has Leveled to 83 (+1 level);
3) 04 Jul '24 09:43 : Moneylight (M) (Moneywood) has Leveled to 83 (+1 level);
4) 04 Jul '24 09:43 : Theddios's OFFICER Note: "1305,57" to "1515,86";
27) 03 Jul '24 18:11 : Chaosjones's OFFICER Note: "1509,20" to "1282,17";
28) 03 Jul '24 18:11 : Astolffo's OFFICER Note: "454,9" to "385,7";
29) 03 Jul '24 18:11 : Kalepp's OFFICER Note: "834,44" to "708,37";
30) 03 Jul '24 18:11 : Theddios's OFFICER Note: "1448,68" to "1230,57";
31) 03 Jul '24 18:11 : Zamaas's OFFICER Note: "222,9" to "188,7";
32) 03 Jul '24 18:11 : Trotzi's OFFICER Note: "1445,49" to "1228,41";
33) 03 Jul '24 18:11 : Taanii's OFFICER Note: "1509,56" to "1282,47";
34) 03 Jul '24 18:11 : Srycanttank's OFFICER Note: "1520,34" to "1292,28";
35) 03 Jul '24 18:11 : Sinshira's OFFICER Note: "1445,44" to "1228,37";
36) 03 Jul '24 18:11 : Owlyfan's OFFICER Note: "285,1" to "242,1";
37) 03 Jul '24 18:11 : Luminoxity's OFFICER Note: "1129,58" to "959,49";
38) 03 Jul '24 18:11 : Drekstar's OFFICER Note: "1445,41" to "1228,34";
39) 03 Jul '24 18:11 : Deladin's OFFICER Note: "1448,62" to "1230,52";
40) 03 Jul '24 18:11 : Bearsérkr's OFFICER Note: "878,16" to "746,13";
41) 03 Jul '24 18:11 : Yugira's OFFICER Note: "990,55" to "841,46";
42) 03 Jul '24 18:11 : Warcrown's OFFICER Note: "1448,72" to "1230,61";
43) 03 Jul '24 18:11 : Throatcutt's OFFICER Note: "963,37" to "818,31";
44) 03 Jul '24 18:11 : Rémidy's OFFICER Note: "374,14" to "317,11";
45) 03 Jul '24 18:11 : Ravuk's OFFICER Note: "1509,77" to "1282,65";
46) 03 Jul '24 18:11 : Dîver's OFFICER Note: "1448,58" to "1230,49";
47) 03 Jul '24 18:11 : Restoshammy's OFFICER Note: "570,19" to "484,16";
48) 03 Jul '24 18:11 : Moneywood's OFFICER Note: "570,39" to "484,33";
49) 03 Jul '24 18:11 : Smokíng's OFFICER Note: "165,1" to "140,1";
50) 03 Jul '24 18:11 : Selemené's OFFICER Note: "450,3" to "382,2";
51) 03 Jul '24 18:11 : Delepathy's OFFICER Note: "645,27" to "548,22";
52) 03 Jul '24 18:11 : Badvoodoo's OFFICER Note: "335,9" to "284,7";
53) 03 Jul '24 18:11 : Diamondsoul's OFFICER Note: "888,43" to "754,36";
54) 03 Jul '24 18:11 : Lillpaly's OFFICER Note: "0,1" was Added;
55) 03 Jul '24 18:11 : Abominox's OFFICER Note: "0,1" was Added;
56) 03 Jul '24 18:10 : Chaosjones PROMOTED Theddios from Core Member to Officer ALT;
57) 03 Jul '24 18:10 : Huehuehuehe (M) (Theotherelf) has Leveled to 56 (+2 levels);
58) 02 Jul '24 22:17 : Sinshira's OFFICER Note: "1445,26" to "1445,44";
59) 02 Jul '24 22:17 : Moneywood's OFFICER Note: "570,30" to "570,39";
60) 02 Jul '24 22:16 : Chaosjones's OFFICER Note: "1479,20" to "1509,20";
61) 02 Jul '24 22:16 : Theddios's OFFICER Note: "1418,68" to "1448,68";
62) 02 Jul '24 22:16 : Sinshira's OFFICER Note: "1415,26" to "1445,26";
63) 02 Jul '24 22:16 : Luminoxity's OFFICER Note: "1099,58" to "1129,58";
64) 02 Jul '24 22:16 : Deladin's OFFICER Note: "1418,62" to "1448,62";
65) 02 Jul '24 22:16 : Warcrown's OFFICER Note: "1418,72" to "1448,72";
66) 02 Jul '24 22:16 : Throatcutt's OFFICER Note: "933,37" to "963,37";
67) 02 Jul '24 22:16 : Dîver's OFFICER Note: "1418,58" to "1448,58";
68) 02 Jul '24 22:16 : Restoshammy's OFFICER Note: "540,19" to "570,19";
69) 02 Jul '24 22:16 : Moneywood's OFFICER Note: "540,30" to "570,30";
70) 02 Jul '24 21:04 : Chaosjones's OFFICER Note: "1449,20" to "1479,20";
71) 02 Jul '24 21:04 : Theddios's OFFICER Note: "1388,68" to "1418,68";
72) 02 Jul '24 21:04 : Sinshira's OFFICER Note: "1385,26" to "1415,26";
73) 02 Jul '24 21:04 : Luminoxity's OFFICER Note: "1069,58" to "1099,58";
74) 02 Jul '24 21:04 : Deladin's OFFICER Note: "1388,62" to "1418,62";
75) 02 Jul '24 21:04 : Warcrown's OFFICER Note: "1388,72" to "1418,72";
76) 02 Jul '24 21:04 : Throatcutt's OFFICER Note: "903,37" to "933,37";
77) 02 Jul '24 21:04 : Dîver's OFFICER Note: "1388,58" to "1418,58";
78) 02 Jul '24 21:04 : Restoshammy's OFFICER Note: "510,19" to "540,19";
79) 02 Jul '24 21:04 : Moneywood's OFFICER Note: "510,30" to "540,30";
80) 02 Jul '24 20:55 : Throatcutt's OFFICER Note: "903,30" to "903,37";
81) 02 Jul '24 20:54 : Sinshira's OFFICER Note: "1385,19" to "1385,26";
82) 02 Jul '24 20:53 : Chaosjones's OFFICER Note: "1419,20" to "1449,20";
83) 02 Jul '24 20:53 : Theddios's OFFICER Note: "1358,68" to "1388,68";
84) 02 Jul '24 20:53 : Sinshira's OFFICER Note: "1355,19" to "1385,19";
85) 02 Jul '24 20:53 : Luminoxity's OFFICER Note: "1039,58" to "1069,58";
86) 02 Jul '24 20:53 : Deladin's OFFICER Note: "1358,62" to "1388,62";
87) 02 Jul '24 20:53 : Warcrown's OFFICER Note: "1358,72" to "1388,72";
88) 02 Jul '24 20:53 : Throatcutt's OFFICER Note: "873,30" to "903,30";
89) 02 Jul '24 20:53 : Dîver's OFFICER Note: "1358,58" to "1388,58";
90) 02 Jul '24 20:53 : Restoshammy's OFFICER Note: "480,19" to "510,19";
91) 02 Jul '24 20:53 : Moneywood's OFFICER Note: "480,30" to "510,30";
92) 02 Jul '24 20:52 : Abominox has Leveled to 73 (+1 level);
93) 02 Jul '24 19:40 : Warcrown's OFFICER Note: "1358,41" to "1358,72";
94) 02 Jul '24 19:40 : Deladin's OFFICER Note: "1358,47" to "1358,62";
95) 02 Jul '24 19:39 : Chaosjones's OFFICER Note: "1389,20" to "1419,20";
96) 02 Jul '24 19:39 : Theddios's OFFICER Note: "1328,68" to "1358,68";
97) 02 Jul '24 19:39 : Sinshira's OFFICER Note: "1325,19" to "1355,19";
98) 02 Jul '24 19:39 : Luminoxity's OFFICER Note: "1009,58" to "1039,58";
99) 02 Jul '24 19:39 : Deladin's OFFICER Note: "1328,47" to "1358,47";
100) 02 Jul '24 19:39 : Warcrown's OFFICER Note: "1328,41" to "1358,41";
101) 02 Jul '24 19:39 : Throatcutt's OFFICER Note: "843,30" to "873,30";
102) 02 Jul '24 19:39 : Dîver's OFFICER Note: "1328,58" to "1358,58";
103) 02 Jul '24 19:39 : Restoshammy's OFFICER Note: "450,19" to "480,19";
104) 02 Jul '24 19:39 : Moneywood's OFFICER Note: "450,30" to "480,30";
105) 02 Jul '24 19:10 : Sinshira's OFFICER Note: "1325,16" to "1325,19";
106) 02 Jul '24 19:08 : Chaosjones's OFFICER Note: "1329,20" to "1389,20";
107) 02 Jul '24 19:08 : Theddios's OFFICER Note: "1268,68" to "1328,68";
108) 02 Jul '24 19:08 : Sinshira's OFFICER Note: "1265,16" to "1325,16";
109) 02 Jul '24 19:08 : Luminoxity's OFFICER Note: "949,58" to "1009,58";
110) 02 Jul '24 19:08 : Deladin's OFFICER Note: "1268,47" to "1328,47";
111) 02 Jul '24 19:08 : Warcrown's OFFICER Note: "1268,41" to "1328,41";
112) 02 Jul '24 19:08 : Throatcutt's OFFICER Note: "783,30" to "843,30";
113) 02 Jul '24 19:08 : Dîver's OFFICER Note: "1268,58" to "1328,58";
114) 02 Jul '24 19:08 : Restoshammy's OFFICER Note: "390,19" to "450,19";
115) 02 Jul '24 19:08 : Moneywood's OFFICER Note: "390,30" to "450,30";
116) 02 Jul '24 19:03 : Chaosjones's OFFICER Note: "1299,20" to "1329,20";
117) 02 Jul '24 19:03 : Theddios's OFFICER Note: "1238,68" to "1268,68";
118) 02 Jul '24 19:03 : Sinshira's OFFICER Note: "1235,16" to "1265,16";
119) 02 Jul '24 19:03 : Luminoxity's OFFICER Note: "919,58" to "949,58";
120) 02 Jul '24 19:03 : Deladin's OFFICER Note: "1238,47" to "1268,47";
121) 02 Jul '24 19:03 : Warcrown's OFFICER Note: "1238,41" to "1268,41";
122) 02 Jul '24 19:03 : Throatcutt's OFFICER Note: "753,30" to "783,30";
123) 02 Jul '24 19:03 : Dîver's OFFICER Note: "1238,58" to "1268,58";
124) 02 Jul '24 19:03 : Restoshammy's OFFICER Note: "360,19" to "390,19";
125) 02 Jul '24 19:03 : Moneywood's OFFICER Note: "360,30" to "390,30";
126) 02 Jul '24 18:54 : Chaosjones's OFFICER Note: "1224,20" to "1299,20";
127) 02 Jul '24 18:54 : Theddios's OFFICER Note: "1163,68" to "1238,68";
128) 02 Jul '24 18:54 : Sinshira's OFFICER Note: "1160,16" to "1235,16";
129) 02 Jul '24 18:54 : Luminoxity's OFFICER Note: "844,58" to "919,58";
130) 02 Jul '24 18:54 : Deladin's OFFICER Note: "1163,47" to "1238,47";
131) 02 Jul '24 18:54 : Warcrown's OFFICER Note: "1163,41" to "1238,41";
132) 02 Jul '24 18:54 : Throatcutt's OFFICER Note: "678,30" to "753,30";
133) 02 Jul '24 18:54 : Dîver's OFFICER Note: "1163,58" to "1238,58";
134) 02 Jul '24 18:54 : Restoshammy's OFFICER Note: "285,19" to "360,19";
135) 02 Jul '24 18:54 : Moneywood's OFFICER Note: "285,30" to "360,30";
136) 02 Jul '24 18:35 : Ethersong's PUBLIC Note: "Sinshira" was Added;
137) 02 Jul '24 18:35 : Chaosjones PROMOTED Ethersong from Rookie to Alt;
138) 02 Jul '24 18:23 : Whitelie (M) (Restoshammy) has Leveled to 82 (+3 levels);
139) 02 Jul '24 18:23 : Huehuehuehe (M) (Theotherelf) has Leveled to 54 (+2 levels);
140) 02 Jul '24 18:23 : Moneylight (M) (Moneywood) has Leveled to 82 (+2 levels);
141) 02 Jul '24 18:23 : Abominox has Leveled to 72 (+3 levels);
142) 02 Jul '24 18:23 : Kyrielight's OFFICER Note: "1294,54" to "1384,63";
143) 02 Jul '24 18:23 : Kalepp's OFFICER Note: "774,29" to "834,44";
144) 02 Jul '24 18:23 : Trotzi's OFFICER Note: "1355,49" to "1445,49";
145) 02 Jul '24 18:23 : Taanii's OFFICER Note: "1419,56" to "1509,56";
146) 02 Jul '24 18:23 : Srycanttank's OFFICER Note: "1355,25" to "1520,34";
147) 02 Jul '24 18:23 : Drekstar's OFFICER Note: "1355,41" to "1445,41";
148) 02 Jul '24 18:23 : Yugira's OFFICER Note: "900,39" to "990,55";
149) 02 Jul '24 18:23 : Ravuk's OFFICER Note: "1419,53" to "1509,77";
150) 02 Jul '24 18:23 : Selemené's OFFICER Note: "360,1" to "450,3";
151) 02 Jul '24 18:23 : Diamondsoul's OFFICER Note: "798,43" to "888,43";
152) 29 Jun '24 18:15 : Abominox has JOINED the guild! (LVL: 69) - Invited By: Theddios;
153) 30 Jun '24 16:15 : Lillpaly has JOINED the guild! (LVL: 80) - Invited By: Kazøwar;
154) 30 Jun '24 20:15 : Ravook (M) (Ravuk) has Reached the 85 Level Cap! *** Hurray!*** (+1 level);
155) 30 Jun '24 20:15 : Whitelie (M) (Restoshammy) has Leveled to 79 (+4 levels);
156) 30 Jun '24 20:15 : Huehuehuehe (M) (Theotherelf) has Leveled to 52 (+3 levels);
157) 30 Jun '24 20:15 : Moneylight (M) (Moneywood) has Leveled to 80 (+5 levels);
158) 30 Jun '24 20:15 : Kazøwar has Leveled to 47 (+11 levels);
159) 30 Jun '24 20:15 : Kyrielight's OFFICER Note: "1099,54" to "1294,54";
160) 30 Jun '24 20:15 : Kalepp's OFFICER Note: "474,23" to "774,29";
161) 30 Jun '24 20:15 : Trotzi's OFFICER Note: "1160,36" to "1355,49";
162) 30 Jun '24 20:15 : Taanii's OFFICER Note: "1224,25" to "1419,56";
163) 30 Jun '24 20:15 : Srycanttank's OFFICER Note: "1160,25" to "1355,25";
164) 30 Jun '24 20:15 : Drekstar's OFFICER Note: "1160,41" to "1355,41";
165) 30 Jun '24 20:15 : Yugira's OFFICER Note: "705,39" to "900,39";
166) 30 Jun '24 20:15 : Ravuk's OFFICER Note: "1224,53" to "1419,53";
167) 30 Jun '24 20:15 : Selemené's OFFICER Note: "165,1" to "360,1";
168) 30 Jun '24 20:15 : Diamondsoul's OFFICER Note: "603,43" to "798,43";
169) 28 Jun '24 23:06 : Kyrielight's OFFICER Note: "1039,54" to "1099,54";
170) 28 Jun '24 23:06 : Trotzi's OFFICER Note: "1100,36" to "1160,36";
171) 28 Jun '24 23:06 : Taanii's OFFICER Note: "1164,25" to "1224,25";
172) 28 Jun '24 23:06 : Srycanttank's OFFICER Note: "1100,25" to "1160,25";
173) 28 Jun '24 23:06 : Owlyfan's OFFICER Note: "225,1" to "285,1";
174) 28 Jun '24 23:06 : Drekstar's OFFICER Note: "1100,41" to "1160,41";
175) 28 Jun '24 23:06 : Yugira's OFFICER Note: "645,39" to "705,39";
176) 28 Jun '24 23:06 : Ravuk's OFFICER Note: "1164,53" to "1224,53";
177) 28 Jun '24 23:06 : Diamondsoul's OFFICER Note: "543,32" to "603,43";
178) 28 Jun '24 22:02 : Diamondsoul's OFFICER Note: "543,23" to "543,32";
179) 28 Jun '24 22:01 : Ravuk's OFFICER Note: "1164,42" to "1164,53";
180) 28 Jun '24 21:59 : Kyrielight's OFFICER Note: "1009,54" to "1039,54";
181) 28 Jun '24 21:59 : Trotzi's OFFICER Note: "1070,36" to "1100,36";
182) 28 Jun '24 21:59 : Taanii's OFFICER Note: "1134,25" to "1164,25";
183) 28 Jun '24 21:59 : Srycanttank's OFFICER Note: "1070,25" to "1100,25";
184) 28 Jun '24 21:59 : Owlyfan's OFFICER Note: "195,1" to "225,1";
185) 28 Jun '24 21:59 : Drekstar's OFFICER Note: "1070,41" to "1100,41";
186) 28 Jun '24 21:59 : Yugira's OFFICER Note: "615,39" to "645,39";
187) 28 Jun '24 21:59 : Ravuk's OFFICER Note: "1134,42" to "1164,42";
188) 28 Jun '24 21:59 : Diamondsoul's OFFICER Note: "513,23" to "543,23";
189) 28 Jun '24 21:22 : Diamondsoul's OFFICER Note: "513,16" to "513,23";
190) 28 Jun '24 21:21 : Ravuk's OFFICER Note: "1134,29" to "1134,42";
191) 28 Jun '24 21:21 : Kyrielight's OFFICER Note: "979,54" to "1009,54";
192) 28 Jun '24 21:21 : Trotzi's OFFICER Note: "1040,36" to "1070,36";
193) 28 Jun '24 21:21 : Taanii's OFFICER Note: "1104,25" to "1134,25";
194) 28 Jun '24 21:21 : Srycanttank's OFFICER Note: "1040,25" to "1070,25";
195) 28 Jun '24 21:21 : Owlyfan's OFFICER Note: "165,1" to "195,1";
196) 28 Jun '24 21:21 : Drekstar's OFFICER Note: "1040,41" to "1070,41";
197) 28 Jun '24 21:21 : Yugira's OFFICER Note: "585,39" to "615,39";
198) 28 Jun '24 21:21 : Ravuk's OFFICER Note: "1104,29" to "1134,29";
199) 28 Jun '24 21:21 : Diamondsoul's OFFICER Note: "483,16" to "513,16";
200) 28 Jun '24 21:16 : Ravuk's OFFICER Note: "1104,31" to "1104,29";
201) 28 Jun '24 20:52 : Trotzi's OFFICER Note: "1040,21" to "1040,36";
202) 28 Jun '24 20:52 : Kyrielight's OFFICER Note: "979,31" to "979,54";
203) 28 Jun '24 20:51 : Kyrielight's OFFICER Note: "949,31" to "979,31";
204) 28 Jun '24 20:51 : Trotzi's OFFICER Note: "1010,21" to "1040,21";
205) 28 Jun '24 20:51 : Taanii's OFFICER Note: "1074,25" to "1104,25";
206) 28 Jun '24 20:51 : Srycanttank's OFFICER Note: "1010,25" to "1040,25";
207) 28 Jun '24 20:51 : Owlyfan's OFFICER Note: "135,1" to "165,1";
208) 28 Jun '24 20:51 : Drekstar's OFFICER Note: "1010,41" to "1040,41";
209) 28 Jun '24 20:51 : Yugira's OFFICER Note: "555,39" to "585,39";
210) 28 Jun '24 20:51 : Ravuk's OFFICER Note: "1074,31" to "1104,31";
211) 28 Jun '24 20:51 : Diamondsoul's OFFICER Note: "453,16" to "483,16";
212) 28 Jun '24 20:37 : Ravuk's OFFICER Note: "1074,24" to "1074,31";
213) 28 Jun '24 20:36 : Kyrielight's OFFICER Note: "919,31" to "949,31";
214) 28 Jun '24 20:36 : Trotzi's OFFICER Note: "980,21" to "1010,21";
215) 28 Jun '24 20:36 : Taanii's OFFICER Note: "1044,25" to "1074,25";
216) 28 Jun '24 20:36 : Srycanttank's OFFICER Note: "980,25" to "1010,25";
217) 28 Jun '24 20:36 : Owlyfan's OFFICER Note: "105,1" to "135,1";
218) 28 Jun '24 20:36 : Drekstar's OFFICER Note: "980,41" to "1010,41";
219) 28 Jun '24 20:36 : Yugira's OFFICER Note: "525,39" to "555,39";
220) 28 Jun '24 20:36 : Ravuk's OFFICER Note: "1044,24" to "1074,24";
221) 28 Jun '24 20:36 : Diamondsoul's OFFICER Note: "423,16" to "453,16";
222) 28 Jun '24 20:20 : Kyrielight's OFFICER Note: "889,31" to "919,31";
223) 28 Jun '24 20:20 : Trotzi's OFFICER Note: "950,21" to "980,21";
224) 28 Jun '24 20:20 : Taanii's OFFICER Note: "1014,25" to "1044,25";
225) 28 Jun '24 20:20 : Srycanttank's OFFICER Note: "950,25" to "980,25";
226) 28 Jun '24 20:20 : Owlyfan's OFFICER Note: "75,1" to "105,1";
227) 28 Jun '24 20:20 : Drekstar's OFFICER Note: "950,34" to "980,41";
228) 28 Jun '24 20:20 : Yugira's OFFICER Note: "495,39" to "525,39";
229) 28 Jun '24 20:20 : Ravuk's OFFICER Note: "1014,24" to "1044,24";
230) 28 Jun '24 20:20 : Diamondsoul's OFFICER Note: "393,5" to "423,16";
231) 28 Jun '24 19:15 : Ravook (M) (Ravuk) has Leveled to 84 (+1 level);
232) 28 Jun '24 19:15 : Whitelie has Leveled to 75 (+2 levels);
233) 28 Jun '24 19:15 : Moneylight has Leveled to 75 (+2 levels);
234) 28 Jun '24 19:15 : Kamilie has Leveled to 72 (+1 level);
235) 28 Jun '24 19:15 : Kyrielight's OFFICER Note: "814,31" to "889,31";
236) 28 Jun '24 19:15 : Trotzi's OFFICER Note: "875,21" to "950,21";
237) 28 Jun '24 19:15 : Taanii's OFFICER Note: "939,25" to "1014,25";
238) 28 Jun '24 19:15 : Srycanttank's OFFICER Note: "875,25" to "950,25";
239) 28 Jun '24 19:15 : Owlyfan's OFFICER Note: "0,1" to "75,1";
240) 28 Jun '24 19:15 : Drekstar's OFFICER Note: "875,34" to "950,34";
241) 28 Jun '24 19:15 : Yugira's OFFICER Note: "420,39" to "495,39";
242) 28 Jun '24 19:15 : Ravuk's OFFICER Note: "939,24" to "1014,24";
243) 28 Jun '24 19:15 : Diamondsoul's OFFICER Note: "318,5" to "393,5";
244) 27 Jun '24 21:42 : Saphyron's OFFICER Note: "844,9" to "814,9";
245) 27 Jun '24 21:41 : Astolffo's OFFICER Note: "484,9" to "454,9";
246) 27 Jun '24 21:36 : Saphyron's OFFICER Note: "814,9" to "844,9";
247) 27 Jun '24 21:36 : Astolffo's OFFICER Note: "454,9" to "484,9";
248) 27 Jun '24 21:03 : Zamaas's OFFICER Note: "0,1" to "222,9";
249) 27 Jun '24 17:11 : Juantutrifor (M) (Drekstar) has Reached the 85 Level Cap! *** Hurray!*** (+1 level);
250) 26 Jun '24 21:35 : Restoshammy's OFFICER Note: "285,8" to "285,19";
251) 26 Jun '24 21:34 : Moneywood's OFFICER Note: "285,24" to "285,30";
252) 26 Jun '24 21:34 : Chaosjones's OFFICER Note: "1164,20" to "1224,20";
253) 26 Jun '24 21:34 : Theddios's OFFICER Note: "1103,68" to "1163,68";
254) 26 Jun '24 21:34 : Sinshira's OFFICER Note: "1100,16" to "1160,16";
255) 26 Jun '24 21:34 : Luminoxity's OFFICER Note: "784,58" to "844,58";
256) 26 Jun '24 21:34 : Deladin's OFFICER Note: "1103,47" to "1163,47";
257) 26 Jun '24 21:34 : Warcrown's OFFICER Note: "1103,41" to "1163,41";
258) 26 Jun '24 21:34 : Throatcutt's OFFICER Note: "618,30" to "678,30";
259) 26 Jun '24 21:34 : Dîver's OFFICER Note: "1103,58" to "1163,58";
260) 26 Jun '24 21:34 : Restoshammy's OFFICER Note: "225,8" to "285,8";
261) 26 Jun '24 21:34 : Moneywood's OFFICER Note: "225,24" to "285,24";
262) 26 Jun '24 21:25 : Restoshammy's OFFICER Note: "225,1" to "225,8";
263) 26 Jun '24 21:24 : Warcrown's OFFICER Note: "1103,34" to "1103,41";
264) 26 Jun '24 21:24 : Chaosjones's OFFICER Note: "1134,20" to "1164,20";
265) 26 Jun '24 21:24 : Theddios's OFFICER Note: "1073,68" to "1103,68";
266) 26 Jun '24 21:24 : Sinshira's OFFICER Note: "1070,16" to "1100,16";
267) 26 Jun '24 21:24 : Luminoxity's OFFICER Note: "754,58" to "784,58";
268) 26 Jun '24 21:24 : Deladin's OFFICER Note: "1073,47" to "1103,47";
269) 26 Jun '24 21:24 : Warcrown's OFFICER Note: "1073,34" to "1103,34";
270) 26 Jun '24 21:24 : Throatcutt's OFFICER Note: "588,30" to "618,30";
271) 26 Jun '24 21:24 : Dîver's OFFICER Note: "1073,58" to "1103,58";
272) 26 Jun '24 21:24 : Restoshammy's OFFICER Note: "195,1" to "225,1";
273) 26 Jun '24 21:24 : Moneywood's OFFICER Note: "195,24" to "225,24";
274) 26 Jun '24 20:25 : Theddios's OFFICER Note: "1073,62" to "1073,68";
275) 26 Jun '24 20:25 : Dîver's OFFICER Note: "1073,45" to "1073,58";
276) 26 Jun '24 20:24 : Chaosjones's OFFICER Note: "1104,20" to "1134,20";
277) 26 Jun '24 20:24 : Theddios's OFFICER Note: "1043,62" to "1073,62";
278) 26 Jun '24 20:24 : Sinshira's OFFICER Note: "1040,16" to "1070,16";
279) 26 Jun '24 20:24 : Luminoxity's OFFICER Note: "724,58" to "754,58";
280) 26 Jun '24 20:24 : Deladin's OFFICER Note: "1043,47" to "1073,47";
281) 26 Jun '24 20:24 : Warcrown's OFFICER Note: "1043,34" to "1073,34";
282) 26 Jun '24 20:24 : Throatcutt's OFFICER Note: "558,30" to "588,30";
283) 26 Jun '24 20:24 : Dîver's OFFICER Note: "1043,45" to "1073,45";
284) 26 Jun '24 20:24 : Restoshammy's OFFICER Note: "165,1" to "195,1";
285) 26 Jun '24 20:24 : Moneywood's OFFICER Note: "165,24" to "195,24";
286) 26 Jun '24 19:54 : Luminoxity's OFFICER Note: "724,43" to "724,58";
287) 26 Jun '24 19:54 : Luminoxity's OFFICER Note: "724,32" to "724,43";
288) 26 Jun '24 19:54 : Moneywood's OFFICER Note: "165,1" to "165,24";
289) 26 Jun '24 19:53 : Chaosjones's OFFICER Note: "1074,20" to "1104,20";
290) 26 Jun '24 19:53 : Theddios's OFFICER Note: "1013,62" to "1043,62";
291) 26 Jun '24 19:53 : Sinshira's OFFICER Note: "1010,16" to "1040,16";
292) 26 Jun '24 19:53 : Luminoxity's OFFICER Note: "694,32" to "724,32";
293) 26 Jun '24 19:53 : Deladin's OFFICER Note: "1013,47" to "1043,47";
294) 26 Jun '24 19:53 : Warcrown's OFFICER Note: "1013,34" to "1043,34";
295) 26 Jun '24 19:53 : Throatcutt's OFFICER Note: "528,30" to "558,30";
296) 26 Jun '24 19:53 : Dîver's OFFICER Note: "1013,45" to "1043,45";
297) 26 Jun '24 19:53 : Restoshammy's OFFICER Note: "135,1" to "165,1";
298) 26 Jun '24 19:53 : Moneywood's OFFICER Note: "135,1" to "165,1";
299) 26 Jun '24 19:35 : Dîver's OFFICER Note: "1013,39" to "1013,45";
300) 26 Jun '24 19:34 : Deladin's OFFICER Note: "1013,38" to "1013,47";
301) 26 Jun '24 19:33 : Chaosjones's OFFICER Note: "1044,20" to "1074,20";
302) 26 Jun '24 19:33 : Theddios's OFFICER Note: "983,62" to "1013,62";
303) 26 Jun '24 19:33 : Sinshira's OFFICER Note: "980,16" to "1010,16";
304) 26 Jun '24 19:33 : Luminoxity's OFFICER Note: "664,32" to "694,32";
305) 26 Jun '24 19:33 : Deladin's OFFICER Note: "983,38" to "1013,38";
306) 26 Jun '24 19:33 : Warcrown's OFFICER Note: "983,34" to "1013,34";
307) 26 Jun '24 19:33 : Throatcutt's OFFICER Note: "498,30" to "528,30";
308) 26 Jun '24 19:33 : Dîver's OFFICER Note: "983,39" to "1013,39";
309) 26 Jun '24 19:33 : Restoshammy's OFFICER Note: "105,1" to "135,1";
310) 26 Jun '24 19:33 : Moneywood's OFFICER Note: "105,1" to "135,1";
311) 26 Jun '24 19:14 : Chaosjones's OFFICER Note: "969,20" to "1044,20";
312) 26 Jun '24 19:14 : Theddios's OFFICER Note: "908,62" to "983,62";
313) 26 Jun '24 19:14 : Sinshira's OFFICER Note: "905,16" to "980,16";
314) 26 Jun '24 19:14 : Luminoxity's OFFICER Note: "589,21" to "664,32";
315) 26 Jun '24 19:14 : Deladin's OFFICER Note: "908,38" to "983,38";
316) 26 Jun '24 19:14 : Warcrown's OFFICER Note: "908,34" to "983,34";
